latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
6.924429,79.90725,4,19800,Asia/Colombo,GMT+5:30,,,,,,,
,,,,,,,,,,,,
time,relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_sum (mm),weather_code (wmo code)
1/14/2025,91,98,79,28.1,23,29.6,34.1,27.1,24.9,18.8,18.8,65
1/15/2025,88,98,72,28.9,23.1,30.1,33.4,26.9,25.5,9.3,9.3,63
1/16/2025,88,97,72,28.8,23.4,30,33.5,26.9,25.4,3.6,3.6,55
1/17/2025,76,91,59,30.3,23.7,28.8,33.5,25.4,26.4,0,0,3
1/18/2025,87,100,70,29.7,24,29.9,35.6,26.4,25.7,27.5,27.5,65
1/19/2025,96,99,90,25.1,23.2,28.7,30.3,27.5,24,40.1,40.1,63
1/20/2025,85,96,65,30.7,22.7,29.7,36.7,26.7,25.6,10.1,10.1,65
1/21/2025,86,92,79,26.3,23.5,28.1,29.6,26.7,25,8.2,8.2,63
1/22/2025,90,98,73,28,23.2,29.6,32.7,27,25,10.1,10.1,61
1/23/2025,91,99,73,28.7,23,30,35.1,27.2,24.9,25.1,25.1,63
1/24/2025,90,98,70,29,22.7,29.6,35.9,26.9,24.7,5.3,5.3,63
1/25/2025,83,96,66,29.5,22.5,30.3,37,26,25.9,0.7,0.7,51
1/26/2025,85,95,70,30.6,23.7,30.8,37.3,26.9,26.2,2.9,2.9,63
1/27/2025,74,88,55,30.2,22.7,28.2,33.6,24.8,25.7,0,0,3
1/28/2025,84,96,70,28,21.5,28.5,33,23.9,24.5,1.4,1.4,53
1/29/2025,85,94,67,30.3,22.6,29.5,36.6,25.6,25.6,18.8,18.8,65
1/30/2025,89,97,75,29,23.4,30.6,35.7,27.4,25.6,8.9,8.9,63
1/31/2025,88,97,69,29.9,23.6,31.5,36.7,28.6,26,4.5,4.5,63
2/1/2025,89,100,68,29.7,23.6,31.3,36.2,28.2,25.9,1.5,1.5,53
2/2/2025,83,97,65,30.9,20.8,31,38.8,24.1,26,0,0,3
2/3/2025,78,97,55,31,22.3,30.5,36.9,25.3,26.4,0,0,3
2/4/2025,80,93,63,29.4,21.4,29.7,35.7,24.2,25.5,0,0,3
2/5/2025,76,94,55,30.7,23,30.6,35.6,26.8,26.7,0.5,0.5,51
2/6/2025,80,94,61,30.2,22.8,31.5,35.7,26.6,26.7,0.3,0.3,51
2/7/2025,66,90,36,34,23.1,31,37.9,26.5,28.1,0,0,3
2/8/2025,60,84,33,34.5,22.2,29.8,37.4,24.1,27.7,0,0,3
2/9/2025,59,80,38,33.5,22.7,28.9,35.5,24.3,27.6,0,0,3
2/10/2025,64,78,39,33.2,22.8,29.9,37.9,24.4,27.3,0,0,3
2/11/2025,72,89,39,34.6,23.5,32.4,39.3,26.4,28.1,1,1,53
2/12/2025,73,92,50,32.3,24.6,33.2,37.3,29.3,28.5,0.4,0.4,51
2/13/2025,74,96,52,32.1,23.7,32.1,37.6,28.5,27.8,0.1,0.1,51
2/14/2025,74,96,52,31.1,23.4,31.1,35.2,27.4,27.2,0.4,0.4,51
2/15/2025,70,92,46,32.2,22.9,31.6,36.7,27.2,27.6,0,0,3
2/16/2025,72,90,44,31.9,23.7,31.8,37,27.7,27.7,0,0,3
2/17/2025,71,92,46,33.2,23.8,32.4,38.2,27.7,28.2,1.1,1.1,53
2/18/2025,73,90,48,32.6,24.5,32.4,37.8,29.1,28,0.6,0.6,51
2/19/2025,77,99,61,30.8,24,32.5,36.2,29.6,27.6,1.1,1.1,53
2/20/2025,71,95,50,32.3,23.8,32.4,37.7,28.3,28,0,0,1
2/21/2025,71,92,48,32.2,23.9,32.4,36.9,28.4,28,0.8,0.8,51
2/22/2025,74,90,58,30.8,24.3,32,35.4,28.7,27.6,0.4,0.4,51
2/23/2025,74,94,49,32.4,23.2,31.1,37.4,27.4,27.1,1.4,1.4,53
2/24/2025,73,97,33,35.4,22.3,31.9,40.3,26.2,27.8,3.6,3.6,61
2/25/2025,69,93,41,35.1,24.6,32.9,39.5,28,28.9,6.1,6.1,63
2/26/2025,75,87,46,35,24.8,32.2,40.7,28.4,27.8,6.4,6.4,61
2/27/2025,84,93,64,31.8,24.1,31.2,40.2,27.6,26.3,9.3,9.3,61
2/28/2025,87,96,66,30.9,24,31.5,38,28.6,26.2,14,14,65
3/1/2025,89,98,67,30.5,24,31.3,38,29,25.8,39.1,39.1,65
3/2/2025,89,98,73,29.4,23,30.9,36.4,27.5,25.6,14.4,14.4,63
3/3/2025,89,97,69,30.5,23.2,30.7,37.4,27.5,25.6,5.7,5.7,63
3/4/2025,87,98,75,28.8,23.2,31.7,35.7,27.7,26.3,0,0,3
3/5/2025,84,97,66,30.5,23.2,32.6,37.7,27.6,27,1.1,1.1,53
3/6/2025,83,96,64,30.7,23.9,32.8,37.6,29,27.2,0,0,3
3/7/2025,81,99,64,30.6,23.1,31.8,37,27.3,26.9,1.2,1.2,51
3/8/2025,76,97,54,31.4,22.7,32,35.6,27.5,27.5,0,0,3
3/9/2025,68,93,44,32.4,23,31.4,37.1,26.8,27.8,0.1,0.1,51
3/10/2025,67,86,46,33.8,24.2,31.3,36.6,26.3,28.3,0,0,3
3/11/2025,88,95,78,28.1,24.2,30.9,32.9,29.2,25.9,12.4,12.4,63
3/12/2025,82,98,53,31.8,23.4,32.4,37.4,28,27.1,0.5,0.5,51
3/13/2025,82,93,63,31.1,23.6,32.6,38.5,27.8,27.2,2.3,2.3,53
3/14/2025,83,96,61,31,24.4,32.6,37.7,30,27.1,3.3,3.3,55
3/15/2025,83,97,55,31.6,23.6,32.1,37.7,28.9,26.7,15.3,15.3,63
3/16/2025,84,98,61,29.7,23.7,31.6,34.4,28.9,26.4,1.3,1.3,53
3/17/2025,84,97,66,30.2,23.5,32,35.4,28.3,26.8,0.6,0.6,53
3/18/2025,80,98,59,31.2,23.9,32.6,37.1,28.8,27.4,1.3,1.3,53
3/19/2025,85,98,59,32.1,24.1,32.3,38.9,29,26.7,7.5,7.5,63
3/20/2025,83,98,65,30.5,23.4,32.8,37.3,28.5,27.1,0.2,0.2,51
3/21/2025,80,94,60,32,24.7,33.2,38.7,29.9,27.7,2.7,2.7,61
3/22/2025,80,96,61,31.6,23.6,32.9,37.8,28.3,27.5,0.8,0.8,51
3/23/2025,79,94,59,31.3,24.6,32.7,37.5,29.4,27.5,1.9,1.9,55
3/24/2025,79,95,58,32.1,23.4,32.9,38.4,28.1,27.5,3.7,3.7,63
3/25/2025,80,96,58,32.4,24.2,33.4,39.3,29.4,27.7,0.8,0.8,51
3/26/2025,80,95,62,31.4,24.6,32.8,37.4,29.9,27.6,4,4,63
3/27/2025,73,93,56,32.2,24.7,33,37.9,29.3,28.3,0.1,0.1,51
3/28/2025,71,89,52,32.4,24.7,33.3,37.4,29.2,28.7,1.3,1.3,51
3/29/2025,69,89,48,33.2,24.7,33.4,38.1,29.2,28.9,0.3,0.3,51
3/30/2025,67,86,48,32.9,24.9,33.2,37.5,29.3,29,1.1,1.1,51
3/31/2025,71,86,52,32.4,25.2,32.8,37.1,29.5,28.3,1.6,1.6,53
4/1/2025,70,87,49,33,24.6,32.9,37.7,28.9,28.5,0.9,0.9,51
4/2/2025,78,91,51,33.6,25,33.3,39.9,30.3,27.9,11.4,11.4,63
4/3/2025,82,96,58,32.7,24.8,32.5,39.2,30,27.1,4.3,4.3,61
4/4/2025,86,96,74,28.6,24.1,31.3,34.2,28.9,26.2,7.6,7.6,61
4/5/2025,85,99,70,29.9,23.3,31.6,36.3,27.8,26.5,19.8,19.8,63
4/6/2025,87,98,71,29.9,24.4,32.2,36.7,29.5,26.7,8,8,61
4/7/2025,87,97,74,29.8,24,32.1,35.7,28.6,26.6,3,3,53
4/8/2025,85,97,73,30.6,24.2,33.1,38.3,29.6,27.2,1.7,1.7,55
4/9/2025,87,95,74,29.4,24.4,31.7,35.2,29.1,26.5,6.9,6.9,61
4/10/2025,90,96,80,27.2,24.3,30.2,32.1,28.2,25.5,15.6,15.6,63
4/11/2025,89,97,81,27.2,24.4,30.2,32.5,28.6,25.7,17.9,17.9,63
4/12/2025,83,95,67,30.4,25.3,32.6,36,29.2,27.3,5.5,5.5,61
4/13/2025,85,95,74,29.8,25.2,33.1,36.4,30.3,27.4,4.6,4.6,55
4/14/2025,87,97,74,30,25.6,33.3,36.8,30.9,27.3,2,2,51
4/15/2025,85,98,70,31.1,24.5,33.3,38.9,30,27.3,2,2,53
4/16/2025,80,93,67,31.2,24.7,33.9,38.1,29.1,28,0.2,0.2,51
4/17/2025,78,96,59,32.3,25.1,34.6,38.4,30.6,28.7,0.7,0.7,51
4/18/2025,75,91,57,32.4,25.2,33.7,38.1,30,28.7,0.4,0.4,51
4/19/2025,73,91,57,32,26.2,33.8,36.7,31.5,29.1,3.7,3.7,53
4/20/2025,78,94,60,32,25.5,33.4,37.1,30.3,28.4,4.7,4.7,53
4/21/2025,83,96,68,30.7,25.3,33.4,37.3,31,27.7,2.3,2.3,53
4/22/2025,83,96,65,30.6,24.4,32.9,36.2,29.3,27.5,3,3,53
4/23/2025,82,98,61,31.4,24.9,33.1,36.9,29.9,27.7,2.5,2.5,51
4/24/2025,82,95,64,31.3,25.4,33.5,36.9,31,28,3.3,3.3,53
4/25/2025,84,96,66,30.4,24.9,32.9,37.3,29.9,27.3,7.9,7.9,63
4/26/2025,80,94,64,31,24.8,32.7,36.9,29.5,27.6,1.4,1.4,53
4/27/2025,80,92,65,31,24.8,32.9,37.3,29.2,27.7,7,7,63
4/28/2025,81,94,62,31.3,25.3,32.8,37.1,29.7,27.8,3.9,3.9,61
4/29/2025,80,96,61,32,24,32.3,37.4,28.3,27.7,10.6,10.6,63
4/30/2025,87,95,73,29.4,24.7,30.7,34.6,29.3,26.2,14.2,14.2,63
5/1/2025,85,95,72,30.5,24.8,32.7,37.5,29.5,27.4,1.5,1.5,53
5/2/2025,82,95,68,31.1,25.4,33.5,38,30.5,27.9,3.7,3.7,61
5/3/2025,85,95,72,30,25.5,33.1,36.6,30.9,27.4,10.6,10.6,63
5/4/2025,80,96,59,32.1,24.9,34.1,38.8,30.3,28.5,2,2,53
5/5/2025,81,95,66,31.4,25.7,34.2,37.7,31.7,28.4,1.9,1.9,55
5/6/2025,81,93,67,31.5,25.7,33.5,38.1,30.9,28.1,1.6,1.6,53
5/7/2025,87,98,69,30.5,24,31.4,36,28.2,26.5,20.3,20.3,63
5/8/2025,82,98,61,30.6,24.7,32.4,35.8,29.9,27.4,4.1,4.1,61
5/9/2025,81,91,69,31.1,25,33.6,37.6,29.8,28.1,0.3,0.3,51
5/10/2025,80,97,66,31.3,25,34.3,37.4,30.7,28.6,1.7,1.7,53
5/11/2025,77,93,63,31.4,25.7,33.9,37.2,31.4,28.8,1.2,1.2,53
5/12/2025,80,95,64,31.4,25.2,33.5,37.2,31.2,28.2,4.6,4.6,53
5/13/2025,83,95,74,30.4,25.5,33.3,36,30.7,28,7.9,7.9,55
5/14/2025,84,98,66,31.6,25.3,33.6,37.6,31,27.9,10.8,10.8,61
5/15/2025,81,97,66,31.1,25,33.4,36.4,30.3,28.2,2.6,2.6,51
5/16/2025,79,97,70,30.5,25.4,33.4,35.7,31.3,28.5,7,7,61
5/17/2025,82,94,64,30.5,25.8,32.3,34.7,30.6,27.5,8.3,8.3,55
5/18/2025,89,96,82,28.4,24.9,31.5,33.2,29.6,26.4,13.7,13.7,61
5/19/2025,87,98,79,28.5,24.9,30.9,33.4,29.3,26.6,18.4,18.4,63
5/20/2025,80,91,69,29.9,25.3,32.1,33.5,28.4,27.9,10,10,63
5/21/2025,82,93,70,29.5,25.4,32.3,34,29.5,27.7,8.5,8.5,63
5/22/2025,86,95,76,30.2,25.9,33.6,36.5,31.8,27.9,18.9,18.9,65
5/23/2025,85,96,73,30.6,25.7,33.3,36.5,31.3,27.9,7.7,7.7,55
5/24/2025,86,96,79,28.5,25.6,31.7,33,29.7,27,33.1,33.1,65
5/25/2025,84,92,75,29.7,26.1,32.6,34,31.3,27.8,5.8,5.8,61
5/26/2025,85,93,74,29.9,25.3,32,34.2,28.9,27.6,13.3,13.3,63
5/27/2025,85,93,77,29.3,25.4,31.6,34.6,28,27.6,7.4,7.4,63
5/28/2025,81,87,75,30.1,27.4,32.3,35.1,30.2,28.6,3.4,3.4,53
5/29/2025,80,88,72,30.4,26.7,31.8,34.7,29.1,28.4,11.9,11.9,63
5/30/2025,85,89,80,28.7,25.8,30.1,32.4,28,26.9,17.7,17.7,61
5/31/2025,84,88,77,29,26.3,31.3,32.7,29.6,27.6,14.3,14.3,63
6/1/2025,83,90,73,29.9,26.8,33,34.9,30.7,28.3,3.9,3.9,55
6/2/2025,84,95,74,29.8,24.9,33.1,35.6,29.9,27.8,7.3,7.3,55
6/3/2025,82,91,72,30.3,26.5,33.7,36.8,31.8,28.3,2.9,2.9,53
6/4/2025,88,98,77,29.7,24.5,32.7,36.7,29.6,27.1,6.9,6.9,63
6/5/2025,85,95,75,29.8,25.9,33.1,35.7,31.7,27.8,4.8,4.8,53
6/6/2025,82,94,71,30,25.9,33.1,36,31.4,28,3.3,3.3,53
6/7/2025,79,88,70,29.8,26.5,32.4,34.8,30.5,28,2,2,51
6/8/2025,78,86,69,29.8,26.6,32.5,35.1,31.1,28.1,1.5,1.5,53
6/9/2025,76,89,65,29.9,26.3,32,34.4,30.8,28.3,2.8,2.8,53
6/10/2025,89,96,81,28,24.8,30.5,32.4,28.3,26.3,21.1,21.1,63
6/11/2025,87,93,80,27.5,25.4,29.5,31.3,28.2,26.2,40.7,40.7,63
6/12/2025,83,91,73,28.5,24.9,30.6,32.5,27.4,26.9,13.3,13.3,61
6/13/2025,86,93,76,28.8,25.3,30.4,32.4,28.7,26.7,24.5,24.5,63
6/14/2025,89,93,81,27.5,24.9,29.8,31,28.2,26,29.8,29.8,63
6/15/2025,86,93,80,27.7,24.7,30.1,31.5,28.4,26.2,16.5,16.5,63
6/16/2025,85,93,74,28.9,24.8,30.7,34.1,28,26.5,27.1,27.1,63
6/17/2025,86,94,74,29.1,24.8,31.8,35,28.5,26.8,10,10,63
6/18/2025,84,93,75,29.5,25.7,32.7,36.2,30.8,27.5,1.3,1.3,51
6/19/2025,85,92,77,29.3,25.9,32.2,34.8,30.6,27.4,3.2,3.2,53
6/20/2025,85,91,75,28.6,25.6,31.7,33.1,30.1,27,5.9,5.9,63
6/21/2025,85,96,73,29.2,24.7,31.7,33.8,29.6,27.1,6,6,53
6/22/2025,82,95,72,29.5,24.9,31.8,33.9,29.8,27.5,5.1,5.1,53
6/23/2025,86,95,80,28.7,25,31.7,34,29.4,27.1,4.8,4.8,55
6/24/2025,82,89,72,29.7,26.6,32.3,36,30.9,27.8,2.8,2.8,53
6/25/2025,84,90,77,28.9,26,31.9,34.6,30,27.3,6.8,6.8,55
6/26/2025,89,97,76,28.6,23.9,31.2,34.2,29.1,26,20.7,20.7,63
6/27/2025,87,96,77,29.2,24.4,32.1,35.2,29.5,26.8,7.2,7.2,61
6/28/2025,89,99,80,28,24.3,31,32.7,29.5,26.1,14.2,14.2,61
6/29/2025,85,94,73,29,25.1,32.2,34.4,29.6,27.1,6,6,63
6/30/2025,82,91,75,29.8,26.4,32.8,36,31.2,28,0.8,0.8,51
7/1/2025,79,87,70,29.7,26.6,32.1,34.5,30.5,28,2,2,53
7/2/2025,82,91,73,29.7,25.1,32.7,36,29.7,27.7,1.9,1.9,53
7/3/2025,86,97,76,28.7,24.7,32.1,34.2,29.7,27,10.8,10.8,63
7/4/2025,84,95,76,29.6,25.3,33.1,36.5,30.8,27.6,1.2,1.2,51
7/5/2025,83,91,72,29.7,26.5,33.1,36.1,31.7,28,2.1,2.1,53
7/6/2025,81,93,72,29.3,25.5,31.8,33.4,29.7,27.7,5.5,5.5,61
7/7/2025,75,85,67,30.1,26.7,32.7,34.7,31.4,28.6,1.4,1.4,51
7/8/2025,77,93,67,30.6,26.2,32.9,36,30.8,28.6,0.4,0.4,51
7/9/2025,77,85,66,30.3,27.2,32.9,35.9,31.2,28.6,3.5,3.5,53
7/10/2025,83,94,71,30.1,24.6,33,35.9,29.9,27.9,4.1,4.1,55
7/11/2025,76,88,69,29.8,26.8,31.5,32.9,30.7,28.3,2.1,2.1,51
7/12/2025,78,90,71,29.5,25.6,32,34.3,29.8,28.1,6.1,6.1,61
7/13/2025,79,89,69,30.1,26.1,32,34.9,30,28,12.4,12.4,63
7/14/2025,85,93,79,28.7,25.3,31.2,33.3,29.2,27.1,24.3,24.3,65
7/15/2025,82,93,71,29.2,25.8,31.4,34.1,29.3,27.4,2.5,2.5,53
7/16/2025,86,96,77,28.4,24.7,31,32.4,29.7,26.7,44.3,44.3,65
7/17/2025,80,87,68,29.1,26.5,31.1,32.9,29.8,27.5,3.6,3.6,53
7/18/2025,84,90,78,28.9,26,30.7,34.1,28.9,27.2,9.4,9.4,63
7/19/2025,85,90,77,28,25.6,29.5,31.2,28.5,26.6,11.7,11.7,61
7/20/2025,86,91,80,27.3,25.3,29.1,31,27.9,26.1,14.3,14.3,61
7/21/2025,88,93,81,27.3,25,29.5,31.3,27.9,25.8,22.4,22.4,63
7/22/2025,87,92,80,27.6,24.9,30.1,31.5,28.5,26.2,19.3,19.3,63
7/23/2025,86,92,80,27.8,24.2,30.1,32.9,27,26.3,10.8,10.8,61
7/24/2025,85,90,79,27.7,25.5,30.3,31.6,28.4,26.3,12.7,12.7,63
7/25/2025,86,93,78,28.1,25.1,30.5,32.3,29.1,26.3,4.1,4.1,53
7/26/2025,86,95,72,28.6,24.6,30.5,34.4,28.4,26.1,25.9,25.9,65
7/27/2025,86,98,74,28.7,23.8,31.5,34.4,28.7,26.4,0.3,0.3,51
7/28/2025,86,93,74,29,25.5,32.5,35.5,30.9,27,0.6,0.6,51
7/29/2025,84,96,69,29.5,24.5,32.5,36,30.2,27,0.1,0.1,51
7/30/2025,86,95,74,29.2,24.3,32.3,36.2,29.6,26.8,0,0,3
7/31/2025,86,91,78,28.6,25.8,32,34.4,29.4,27.1,2.3,2.3,53
8/1/2025,87,94,79,28.7,25.5,31.8,34.7,29.5,26.9,6.8,6.8,61
8/2/2025,86,96,79,27.9,25.3,30.4,32.3,29.3,26.5,6.6,6.6,55
8/3/2025,89,94,82,26.7,25.3,30.2,31.6,28.9,25.9,16.8,16.8,63
8/4/2025,84,93,74,28.7,25.1,30.9,34.4,29.3,26.6,3.3,3.3,55
8/5/2025,85,93,77,28,24.9,30.3,32.9,28.7,26.3,9.4,9.4,63
8/6/2025,85,92,78,28,25.5,31,33.1,28.8,26.6,1.2,1.2,51
8/7/2025,85,91,78,28.3,25.1,31.4,33.7,30,26.8,3.3,3.3,53
8/8/2025,83,90,71,28.8,25.7,31.4,34.1,29.6,26.9,2.6,2.6,53
8/9/2025,84,92,73,28.8,25.1,31.4,33.8,29.7,26.7,0.7,0.7,51
8/10/2025,81,92,69,29.1,24.9,31.2,34.2,29.5,26.9,3.1,3.1,53
8/11/2025,88,96,77,27.5,24,30.2,31.6,28.2,25.7,8.8,8.8,61
8/12/2025,84,90,75,28.2,25.1,30.1,32.8,28.7,26.4,5.1,5.1,53
8/13/2025,84,91,77,28.5,24.5,30.5,33.8,27.4,26.6,4.9,4.9,63
8/14/2025,85,95,74,28.5,24,30.8,33.7,28.8,26.4,5.9,5.9,53
8/15/2025,82,97,70,28.7,23.8,30.3,32.6,28.3,26.6,3.5,3.5,53
8/16/2025,80,88,72,28.8,24.8,30.3,33.6,28.2,26.9,5.2,5.2,53
8/17/2025,85,91,78,28.3,25.5,31,33.8,28.9,26.8,8.7,8.7,61
8/18/2025,85,93,74,28.9,24.7,31.7,34.2,28.7,26.9,3,3,53
8/19/2025,84,93,75,29.1,25.8,32.4,35.5,30.6,27.2,0.1,0.1,51
8/20/2025,86,97,72,29.5,24.4,32.7,36.1,30.1,26.9,0.5,0.5,51
8/21/2025,84,97,69,29.7,24.7,32.5,36.3,30.2,27.1,0.1,0.1,51
8/22/2025,84,93,72,29.1,25.2,31.8,34.5,30.4,27,2.9,2.9,51
8/23/2025,85,93,75,28.1,24.3,31.5,33.2,28.7,26.5,5.7,5.7,61
8/24/2025,82,93,68,29.9,25.5,32.7,36.1,30.3,27.5,0.6,0.6,51
8/25/2025,79,96,64,30.5,25.4,32.5,36.3,30.7,27.8,0.3,0.3,51
8/26/2025,75,90,63,30.5,25.5,31.6,35.6,29.6,27.9,2.4,2.4,53
8/27/2025,77,93,65,29.8,25.1,30.8,33.6,29.4,27.3,3.1,3.1,53
8/28/2025,82,91,74,28.9,24.8,30.6,33.7,27.8,26.8,9.7,9.7,61
8/29/2025,84,93,75,28.8,24.7,30.9,33.9,27.6,26.7,21.3,21.3,63
8/30/2025,86,94,77,28.1,24.1,30.3,31.7,27.3,26.4,18.6,18.6,63
8/31/2025,85,92,77,28.4,25.2,31.4,33.7,29.6,26.9,8.4,8.4,63
9/1/2025,84,88,78,28.4,25.9,30.8,32.8,28.9,27,8.3,8.3,63
9/2/2025,83,89,77,28.8,26.1,31.5,35.1,29.5,27.3,1.9,1.9,55
9/3/2025,80,89,71,28.5,25,30.5,32.3,29.2,27,6.4,6.4,53
9/4/2025,83,95,73,28.9,24.4,31.1,34.2,28.8,26.7,1.9,1.9,51
9/5/2025,83,92,73,29,24.8,31.6,34.2,29,27.1,3.9,3.9,53
9/6/2025,83,89,75,29,25.7,31.8,34.4,29.6,27.2,4.3,4.3,61
9/7/2025,82,91,72,29,25.8,32,34.2,30.3,27.2,1.4,1.4,51
9/8/2025,85,95,75,29.5,25.2,32.7,37,30.2,27.2,4.8,4.8,61
9/9/2025,86,99,75,29.4,24.4,31.9,35,29.8,26.9,2.2,2.2,53
9/10/2025,82,94,71,29.5,25.4,32.1,35,30.6,27.3,5.2,5.2,53
9/11/2025,80,89,67,29.8,25.7,32.2,34.9,30.6,27.6,2.4,2.4,61
9/12/2025,78,89,67,30.1,26.2,32.5,35.5,30.1,28,1.2,1.2,51
9/13/2025,79,90,66,30.4,25.9,32.3,35.3,30.6,27.8,3.4,3.4,53
9/14/2025,76,88,65,30.2,25.8,32.2,35.9,30.2,28,5.1,5.1,61
9/15/2025,72,84,63,30.6,26.5,32,34.5,30.8,28.4,2.9,2.9,61
9/16/2025,87,96,77,28.6,24.8,31.4,33.6,29.4,26.3,14.5,14.5,63
9/17/2025,88,96,79,28,24.2,30.5,32.4,29,25.8,18.7,18.7,63
9/18/2025,89,98,81,27.7,24.4,30.2,32.1,28.6,25.7,19.6,19.6,63
9/19/2025,87,96,76,28.7,24,30.8,34.6,28.3,26.1,12.6,12.6,63
9/20/2025,83,93,75,29,24.4,31.5,34.7,28.5,27,5.8,5.8,53
9/21/2025,87,98,74,28.5,23.1,30.4,34,27.5,25.8,23.4,23.4,63
9/22/2025,88,99,74,28.6,23.1,30.4,33.2,27,25.9,18,18,63
9/23/2025,81,95,73,29.2,23.3,31.2,34.4,27,27,7.6,7.6,63
9/24/2025,85,92,77,27.7,24.9,30.4,31.9,29.1,26.3,11.9,11.9,63
9/25/2025,88,95,78,28,24.2,29.5,31.7,26.8,25.8,20,20,63
9/26/2025,88,93,83,26.8,24.2,29.5,30.9,27,25.7,27.9,27.9,65
9/27/2025,81,94,70,29.4,25.2,31.7,34.4,29.5,27.2,4.4,4.4,61
9/28/2025,83,97,74,29.1,24,31.4,34.5,27.7,27,6.6,6.6,63
9/29/2025,81,89,74,29.3,26.4,32,34.8,30.4,27.6,2.7,2.7,53
9/30/2025,80,90,68,29.6,25.4,32.1,36,29.4,27.6,2.5,2.5,53
10/1/2025,80,85,72,29.8,26.9,32.8,36.2,30.9,28,0.7,0.7,51
10/2/2025,79,91,67,30.2,25.7,32.9,36.8,30.5,27.9,1.5,1.5,53
10/3/2025,82,94,65,30.2,25.5,33.3,36.2,31,27.8,0.2,0.2,51
10/4/2025,87,96,78,28,23.6,31.2,33.6,28.1,25.9,11.3,11.3,63
10/5/2025,87,95,76,28.5,23.2,31.1,34.5,27.3,26,1.6,1.6,53
10/6/2025,83,94,66,30.3,24.7,32.9,36.2,30.1,27.5,1.2,1.2,51
10/7/2025,85,97,72,29.5,23.9,32.2,36.4,28.4,26.8,2.8,2.8,55
10/8/2025,78,93,61,30.6,24.7,32.4,35.9,29.6,27.6,0.5,0.5,51
10/9/2025,70,93,51,31.5,25,32.7,36.2,29.8,28.3,0,0,3
10/10/2025,74,94,52,31.7,24.4,31.9,36.4,29.2,27.8,0.3,0.3,51
10/11/2025,81,93,67,29.5,25,31.7,34.5,29.8,26.9,1.9,1.9,53
10/12/2025,79,92,57,31.6,24.2,32.2,37.2,28.6,27.4,1.1,1.1,51
10/13/2025,80,94,60,31.4,24.2,32.3,37.2,29,27.3,9.1,9.1,63
10/14/2025,83,98,60,31.3,23.8,31.6,37.1,29,26.8,2.1,2.1,53
10/15/2025,90,97,81,28.2,24.1,31,34.4,29.2,25.7,19.7,19.7,63
10/16/2025,90,98,66,30.1,23.6,30.9,35.4,28.2,25.8,22.9,22.9,63
10/17/2025,89,98,73,29.6,24.2,31.7,35.9,29,26.2,16.2,16.2,63
10/18/2025,90,98,75,28.9,23.5,31.3,35.6,28.3,25.8,30.8,30.8,65
10/19/2025,92,97,82,27.6,23.6,30.6,33.1,28.6,25.2,19.4,19.4,63
10/20/2025,91,98,83,26.7,23.5,30,32,28.3,25.1,24.3,24.3,63
10/21/2025,88,97,74,28,24.2,29.6,32.2,28.1,25.5,36.5,36.5,63
10/22/2025,85,96,73,28.6,24.1,30.1,32.4,28.2,26.2,13.4,13.4,63
10/23/2025,87,97,75,28.7,24.3,30.9,32.6,28.2,26.3,10.3,10.3,61
10/24/2025,90,96,76,28.5,23.4,30.3,33.4,27.6,25.4,19.1,19.1,63
10/25/2025,86,97,76,28.5,23.7,31.3,33.1,28.6,26.4,5.5,5.5,55
10/26/2025,81,88,74,29.2,25.6,32.1,35.2,30.2,27.3,0,0,3
10/27/2025,78,87,72,29.4,26,31.7,34.1,30.6,27.7,0.4,0.4,51
10/28/2025,78,84,68,29.9,26.8,32.3,34.8,30.7,28.1,2.1,2.1,53
10/29/2025,79,93,67,30.1,25.4,32.9,36,30.9,27.7,1.2,1.2,51
10/30/2025,82,92,66,30.4,25.1,33.2,36.9,30.5,27.4,0.3,0.3,51
10/31/2025,81,96,67,30.5,24.2,33.2,37.2,29,27.5,0.1,0.1,51
11/1/2025,80,94,64,30.9,24.4,33.3,37.3,29.4,27.8,0,0,3
11/2/2025,74,91,61,30.7,25.6,32.6,35.4,31,28.2,2,2,53
11/3/2025,68,82,55,31.3,26,32.4,35.1,30.3,28.7,0.1,0.1,51
11/4/2025,66,79,56,31.5,26.4,32.2,35.3,30.3,28.9,0.7,0.7,51
11/5/2025,72,91,62,30.3,25.3,31.8,34.8,30.3,28.1,3.8,3.8,55
11/6/2025,85,97,70,28.7,23.2,30.1,33.6,26.8,25.8,26.7,26.7,65
11/7/2025,85,97,70,29,23.6,31.3,34.8,28.3,26.3,7,7,63
11/8/2025,89,99,73,28.6,23.4,30.8,35.1,28.2,25.5,6,6,55
11/9/2025,83,97,64,29.8,23.5,31.3,35.5,28.4,26.3,1.8,1.8,53
11/10/2025,85,98,67,29.2,24.2,31.6,35.3,28.7,26.3,7.1,7.1,63
11/11/2025,87,97,72,29.5,23.7,31.9,36.4,28.3,26.4,17.1,17.1,63
11/12/2025,88,95,73,30.1,24.1,31.3,37,29,26,6.6,6.6,61
11/13/2025,88,97,68,30.2,23.6,30.9,37.4,28,25.7,4.1,4.1,61
