latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,,
6.924429,79.90725,4,19800,Asia/Colombo,GMT+5:30,,,,,,,
,,,,,,,,,,,,
time,relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),rain_sum (mm),precipitation_sum (mm),weather_code (wmo code)
3/16/2024,72,87,52,32.5,24.4,32.9,37.8,28.5,28.6,0,0,1
3/17/2024,76,94,56,32.2,24.6,33.5,37.6,29.5,28.5,0.2,0.2,51
3/18/2024,74,96,58,32.1,24.7,33.1,38,30.1,28.3,0,0,1
3/19/2024,71,90,51,32.3,24.4,32.7,37,28.8,28.6,0.1,0.1,51
3/20/2024,71,90,53,32.6,24.6,33.2,37.1,29.2,28.7,0.3,0.3,51
3/21/2024,77,93,56,32.3,25.1,33.3,37.5,30.2,28.2,3.1,3.1,55
3/22/2024,85,98,65,32,24.8,33.1,38.8,30,27.2,9.7,9.7,63
3/23/2024,84,98,64,31.6,24.3,33.3,38.5,29.8,27.5,10.8,10.8,65
3/24/2024,87,98,68,30.9,24.4,32.9,37.5,29.9,27,13.2,13.2,63
3/25/2024,84,98,63,32,23.7,33.8,39.8,28.8,27.7,0.7,0.7,51
3/26/2024,81,97,66,31.5,25.4,34.3,38.4,31.5,28.4,1,1,51
3/27/2024,82,96,65,31.8,24.6,33.6,38.6,29.8,27.8,17.7,17.7,65
3/28/2024,81,94,63,32.3,24.8,34,38.8,30,28.2,13.3,13.3,63
3/29/2024,79,98,59,32.3,24.8,34.1,38.9,30,28.5,0.5,0.5,51
3/30/2024,78,97,60,32.1,24.3,33.4,38,29.6,28.3,1.9,1.9,53
3/31/2024,74,94,52,33.2,24.3,33.7,38.7,29.4,28.7,0.9,0.9,51
4/1/2024,78,91,61,31.3,25.2,33.5,37.9,30.4,28.3,2.2,2.2,53
4/2/2024,75,95,54,33.9,24.9,34.3,39.9,30.5,29.2,2.4,2.4,55
4/3/2024,79,94,60,32.4,24.7,33.5,38.8,29.8,28.2,2.5,2.5,55
4/4/2024,81,96,58,32.6,24.6,33.6,38.9,30.1,28,4.7,4.7,61
4/5/2024,83,96,69,31.1,25.7,34,37.4,31.5,28.3,2,2,53
4/6/2024,80,96,60,33,25.4,34.6,39.3,30.9,28.9,3.2,3.2,55
4/7/2024,80,93,62,32.5,25.5,33.7,38.7,30.4,28.4,1.8,1.8,53
4/8/2024,81,96,65,32.6,24.8,34.2,40,30.1,28.5,2.6,2.6,53
4/9/2024,77,97,56,33.2,24.5,34.1,39.4,29.7,28.9,0.2,0.2,51
4/10/2024,71,93,46,34.2,25.9,34.5,39.6,31.2,29.6,0.5,0.5,51
4/11/2024,81,96,57,33.3,25.1,33.9,38.7,31,28.3,8.5,8.5,63
4/12/2024,87,98,67,31.5,24.7,32.8,38.5,30,27,27.9,27.9,63
4/13/2024,84,96,72,30.6,24.8,33.5,38.2,30.2,27.6,1.4,1.4,53
4/14/2024,88,97,69,30.9,24.3,33,38.3,29.6,26.9,27.3,27.3,65
4/15/2024,88,98,73,30.7,24.7,33.9,38.3,30.5,27.4,12.3,12.3,63
4/16/2024,89,98,78,30.6,25,33.3,38.8,30.4,27,22.1,22.1,65
4/17/2024,84,97,71,31.2,24.3,33.6,39.3,29.4,27.8,0.9,0.9,51
4/18/2024,83,94,70,31.3,25.1,34.2,38.7,30.6,28.3,0.4,0.4,51
4/19/2024,84,97,74,31.3,25.6,34.7,38.9,31.7,28.5,1.9,1.9,51
4/20/2024,84,97,68,32.3,25.8,34.4,39.2,32,28.3,5.4,5.4,63
4/21/2024,85,97,70,31.9,25.4,34.3,39.7,30.9,28.2,2.2,2.2,53
4/22/2024,85,97,71,31.6,25.1,34.5,39.3,30.8,28.2,2.3,2.3,61
4/23/2024,86,98,68,32.6,25,34.3,40.4,30.6,28.1,3.4,3.4,55
4/24/2024,85,98,71,31,24.6,34.3,38.4,28.9,28.1,2.8,2.8,53
4/25/2024,84,94,72,31.2,25,34.3,38.4,30.5,28.2,3.1,3.1,61
4/26/2024,84,96,70,31.6,25.9,34.8,38.9,31.6,28.6,5.1,5.1,63
4/27/2024,85,96,66,32,25.4,34,38.9,31.2,28,7.5,7.5,63
4/28/2024,83,98,65,32.2,24.8,34.4,38.9,30.6,28.3,2.3,2.3,55
4/29/2024,88,97,71,32,25.1,34,39.9,31,27.7,7.4,7.4,63
4/30/2024,86,96,69,32.3,25.8,33.5,39.5,30.7,27.9,10.9,10.9,63
5/1/2024,85,94,71,31.7,25.1,34.2,39.4,30.5,28.3,3.8,3.8,61
5/2/2024,81,96,65,32.8,24.9,35.1,39.8,30.4,29.1,0,0,3
5/3/2024,83,94,72,32,27.3,35.6,38.7,33.8,29.5,3.4,3.4,55
5/4/2024,83,97,73,31.8,26.6,35.6,38.4,33.1,29.4,1,1,51
5/5/2024,83,94,70,32.1,26.6,34.5,38.2,31.7,28.8,2.1,2.1,51
5/6/2024,83,95,67,32.7,26.5,34.6,39.9,31.1,28.8,2.1,2.1,51
5/7/2024,82,94,71,31.4,26.1,33.8,38.1,30.6,28.5,2.4,2.4,53
5/8/2024,84,95,68,32.2,25.7,34.5,39.2,31.3,28.5,7,7,63
5/9/2024,86,96,70,31.9,25,34.4,38.9,29.8,28.4,17.8,17.8,63
5/10/2024,86,95,74,31.4,24.6,33.7,38.9,29.5,27.8,16.5,16.5,63
5/11/2024,85,96,69,32.3,25.9,34.4,39.9,31.1,28.2,25.9,25.9,65
5/12/2024,91,97,81,30,25,32.7,36.8,30.1,26.8,30,30,65
5/13/2024,84,97,68,31.6,25,34,39.3,30.6,27.9,16.4,16.4,65
5/14/2024,88,97,71,31.1,25.2,33.1,38.2,30,27.4,26.2,26.2,63
5/15/2024,87,97,75,30.6,25,33.6,38.1,30.8,27.5,6.9,6.9,63
5/16/2024,90,98,77,30,24.8,33.1,37.1,30.3,27,9.2,9.2,63
5/17/2024,89,98,73,30.6,25.1,32.7,36.8,30.5,27.1,8.6,8.6,63
5/18/2024,91,97,83,28,24.2,31.4,32.7,28.4,26.4,51.9,51.9,63
5/19/2024,93,96,85,27.8,24.9,31.5,33.2,29.7,26.1,39.8,39.8,63
5/20/2024,93,96,90,26.9,25.1,30.9,32.4,27.6,26,47.2,47.2,63
5/21/2024,87,97,80,29,25.2,32.3,34.2,30.5,27.3,11.2,11.2,61
5/22/2024,84,91,75,29.8,26.5,30.1,31.7,28.7,27.7,28.3,28.3,63
5/23/2024,86,91,79,29.4,26.2,30.1,32.1,28.1,27.5,35.3,35.3,63
5/24/2024,82,89,76,29.8,26.8,30.3,33,28.8,28,17.1,17.1,63
5/25/2024,86,91,82,28.6,26.3,30.1,31.5,28,27.4,60,60,65
5/26/2024,87,92,82,29,25.3,30.9,34.4,28.1,27.2,37.9,37.9,65
5/27/2024,89,97,81,29.3,25.5,31.3,34,29.2,27,42.7,42.7,63
5/28/2024,86,95,77,29.9,25.3,32.1,34.7,29.8,27.6,37.3,37.3,65
5/29/2024,86,95,76,29.4,26.1,32,33.9,30.1,27.5,25.1,25.1,63
5/30/2024,87,93,81,29.3,25.7,32.2,33.5,30.8,27.6,31,31,63
5/31/2024,89,98,81,30.2,25.1,33.5,36.9,30,27.7,12.2,12.2,63
6/1/2024,92,97,84,28.5,24.5,31.2,34,28.6,26.2,42.5,42.5,65
6/2/2024,92,97,83,28.3,25.2,30.8,33.1,29.7,26.2,28.1,28.1,63
6/3/2024,87,98,79,29.2,24,31.4,35.3,27.6,26.8,7.4,7.4,63
6/4/2024,86,91,79,29.6,25.9,31.9,35.5,30.4,27.4,3,3,51
6/5/2024,84,94,75,29.8,25.4,32,34.8,29.9,27.6,2,2,51
6/6/2024,85,92,76,29.4,25.6,31.6,34.8,29.8,27.3,2.1,2.1,53
6/7/2024,86,95,77,29.3,24.9,31.1,34.3,29.3,27,6.8,6.8,61
6/8/2024,84,94,77,29.4,25.1,31,34.6,29.1,27.1,3.8,3.8,53
6/9/2024,85,95,75,29.4,24.2,30.9,33.9,28,26.9,20.8,20.8,65
6/10/2024,83,91,75,29.8,26.2,31.9,34.5,30,27.6,5.2,5.2,55
6/11/2024,84,92,79,29.3,25.2,31.7,33.9,29.1,27.6,6.3,6.3,55
6/12/2024,86,95,76,29.7,24.6,31.8,35.1,28.1,27.3,19.5,19.5,63
6/13/2024,84,91,78,29.5,25.8,32.2,34.7,30,27.7,3.6,3.6,51
6/14/2024,83,91,75,30,26.1,32.6,35.6,30.4,27.9,2.6,2.6,51
6/15/2024,85,94,77,29.7,24.8,31.7,35.3,28.9,27.1,7.7,7.7,53
6/16/2024,85,95,77,29.6,24.9,32.3,35,29.5,27.3,4.1,4.1,55
6/17/2024,84,93,76,30,25.6,32.6,35.6,30.6,27.7,3,3,53
6/18/2024,88,94,77,29.1,25,31.3,34.2,29.7,26.7,15.3,15.3,63
6/19/2024,89,94,79,28.5,24.6,30.5,32.5,27.8,26.3,18.7,18.7,63
6/20/2024,85,92,73,29.8,24.7,31,34.3,27.7,26.9,10.7,10.7,63
6/21/2024,87,93,80,28.5,25.4,30.8,32.5,29.2,26.7,21.1,21.1,63
6/22/2024,85,92,79,29.2,25.1,30.7,34.8,27.3,26.9,16.2,16.2,63
6/23/2024,84,90,75,29.4,25.6,30.5,33.2,28.2,27.2,9.1,9.1,61
6/24/2024,85,91,76,29.8,25.4,31.1,35.6,28,27.2,13.4,13.4,63
6/25/2024,88,93,82,28,24.8,30.2,32.3,28,26.2,40.2,40.2,63
6/26/2024,86,92,80,27.6,25.3,30.6,32.5,28.6,26.6,26,26,63
6/27/2024,84,93,79,29.4,25.6,32.6,36,30.5,27.5,4.3,4.3,53
6/28/2024,87,94,78,29.4,24.9,32.5,36,29.6,27,8.3,8.3,61
6/29/2024,85,96,75,29.3,24.8,32.1,34.5,30.3,27.1,1.1,1.1,51
6/30/2024,86,96,79,29.2,25.1,31.8,34.9,30.3,26.9,2.7,2.7,53
7/1/2024,87,94,80,28.4,24.6,31.4,33.6,28.6,26.7,10,10,63
7/2/2024,84,91,77,29.7,26.1,33,36,30.9,27.8,1.9,1.9,51
7/3/2024,87,96,79,29.3,25.3,32.2,35.5,29.5,27,12,12,63
7/4/2024,88,97,78,28.6,24.4,31.5,33.3,29.3,26.7,7.3,7.3,61
7/5/2024,91,94,83,27.5,25,30.4,32.1,29.2,25.9,28.8,28.8,63
7/6/2024,86,94,78,28.7,25.2,31.3,32.9,29.9,26.7,5.9,5.9,55
7/7/2024,86,93,78,29,25.6,32,34.8,30.1,27.1,2.7,2.7,53
7/8/2024,85,94,78,28.6,24.4,30.9,33.9,28.4,26.6,15.8,15.8,63
7/9/2024,80,90,74,29.6,25.8,32.3,34.9,30.6,27.7,1.3,1.3,51
7/10/2024,82,94,73,29.5,25,31.9,35.3,29.5,27.4,5.6,5.6,61
7/11/2024,85,93,77,29.3,25.6,32.5,35,30.8,27.4,3,3,53
7/12/2024,85,89,80,28.5,26.3,31.6,34,30.5,27.2,5.7,5.7,61
7/13/2024,89,93,82,27.8,25,30.5,31.7,28.2,26.1,25.1,25.1,63
7/14/2024,82,91,76,29.5,25.6,31.9,34.1,29.9,27.8,5.4,5.4,61
7/15/2024,87,93,82,28.1,25.3,31.1,32.9,28.1,26.6,32.1,32.1,63
7/16/2024,87,94,81,28.8,25.2,31.5,34.6,28,26.8,8.9,8.9,63
7/17/2024,86,92,81,28.3,25.8,31.7,33,29.8,27.1,20.7,20.7,63
7/18/2024,87,91,82,28.5,25.8,31.6,33.9,30.4,27,5.9,5.9,55
7/19/2024,83,94,77,29.3,25.9,32.2,34.4,31.1,27.7,4.3,4.3,53
7/20/2024,82,92,75,29.9,26.5,33,36.1,31.2,28.1,0.4,0.4,51
7/21/2024,84,95,73,30,25.6,33.4,37.1,31.2,27.7,0,0,3
7/22/2024,87,97,77,29.1,25.3,32.3,34.3,30.7,27,6.4,6.4,63
7/23/2024,87,94,80,29.3,25.5,32.8,35.8,30.8,27.4,2.1,2.1,53
7/24/2024,85,95,78,29.7,25.8,32.7,35.8,31,27.7,2.7,2.7,51
7/25/2024,84,94,76,29.4,25.9,32.3,35.7,29.9,27.6,3.7,3.7,53
7/26/2024,84,93,78,29.5,26,32.7,35.3,31.4,27.9,1.9,1.9,53
7/27/2024,85,92,76,29.7,26.8,32.7,34.7,31,28,3.4,3.4,53
7/28/2024,84,93,75,29.7,25.3,31.7,34.9,29.4,27.7,20.9,20.9,65
7/29/2024,89,97,77,28.9,23.4,30.6,32.9,27.6,26.1,39.4,39.4,63
7/30/2024,89,98,81,29.1,23.6,31.8,35.5,28.1,26.6,13.2,13.2,63
7/31/2024,87,96,79,29.1,25,31.8,34.7,29.8,27,19.5,19.5,65
8/1/2024,86,94,78,29.1,25.5,31.5,34.1,30.2,27.1,5.4,5.4,53
8/2/2024,88,94,80,28.5,25,31.1,33.3,28.3,26.6,9.1,9.1,63
8/3/2024,84,91,77,29.5,25,32.2,35.4,29.4,27.4,1.7,1.7,51
8/4/2024,83,90,78,28.8,25.7,31.6,33.6,30.2,27.3,5.1,5.1,53
8/5/2024,83,89,77,28.6,25.9,31.2,32.9,30.2,27.1,5.7,5.7,61
8/6/2024,84,94,77,29.1,25.5,32.1,35.2,30.2,27.2,2.2,2.2,51
8/7/2024,82,92,74,29.2,25.9,32.1,34.9,30.4,27.3,1.4,1.4,51
8/8/2024,85,93,79,28.8,25,31.3,34.1,29.6,27,13.2,13.2,63
8/9/2024,83,90,77,29.1,25.7,32.2,35.6,30,27.4,0.8,0.8,51
8/10/2024,83,92,78,28.5,24.8,31.5,32.8,29.1,27.1,10,10,61
8/11/2024,87,95,81,28,24.6,31.4,33.2,29.6,26.5,19.6,19.6,63
8/12/2024,91,98,80,29.6,24.5,31.8,36.5,29.5,26.3,32,32,63
8/13/2024,90,97,84,27.4,24.2,30.7,32.1,28.5,25.9,4.1,4.1,53
8/14/2024,87,96,80,28.5,24.9,31,34.2,29.1,26.4,4.9,4.9,53
8/15/2024,85,95,77,29,24.6,31.5,34.3,29.3,26.9,3.7,3.7,53
8/16/2024,90,94,82,28.2,25,30.8,32.5,29.4,26.2,34.3,34.3,63
8/17/2024,89,96,81,28.1,24.7,30.3,32.8,29.2,26,48.3,48.3,65
8/18/2024,86,93,78,28.3,24.8,31.1,33.2,28.6,26.7,20.8,20.8,63
8/19/2024,88,96,80,28.5,24.7,30.5,33.3,28.1,26.3,18.6,18.6,63
8/20/2024,89,96,82,27.9,24.3,29.5,31.6,28.5,25.7,12,12,63
8/21/2024,90,95,85,26.5,24.5,29.4,31.1,27.7,25.3,19.6,19.6,63
8/22/2024,85,95,75,29,24.6,31,33.7,29.3,26.7,1.7,1.7,51
8/23/2024,84,92,77,29.4,25.2,31.4,35.2,29.6,27,2.7,2.7,53
8/24/2024,83,93,76,29.2,24.9,31.4,34.6,28.9,27.1,2,2,51
8/25/2024,82,91,75,29.3,25.2,31.6,34.7,30.2,27.2,2.2,2.2,51
8/26/2024,79,87,73,29.5,25.7,31.7,35,29.8,27.5,1.3,1.3,51
8/27/2024,76,81,72,29.5,26.7,32,35.4,29.9,27.8,0.1,0.1,51
8/28/2024,77,83,72,29.5,26.7,31.7,34.1,30.4,27.9,0.4,0.4,51
8/29/2024,82,96,72,29.1,24.3,31.3,34.3,28.9,27,7.2,7.2,55
8/30/2024,88,95,81,27.6,23.9,29.9,31.9,27.4,25.9,22.6,22.6,63
8/31/2024,88,93,81,27.8,24.6,29.8,32.8,27.5,25.8,21.3,21.3,63
9/1/2024,90,96,82,28,24.4,30.3,32.7,28.4,25.9,27.2,27.2,63
9/2/2024,87,96,76,29.3,24.5,30.8,34.3,28.5,26.7,38.7,38.7,63
9/3/2024,88,93,82,27.6,24.8,29.9,31.8,27.9,26,36.5,36.5,65
9/4/2024,86,93,78,28.9,25.3,31.3,34,29.8,26.8,14.4,14.4,63
9/5/2024,80,86,76,29.4,26.7,31.9,34.1,30.6,27.9,3.5,3.5,53
9/6/2024,79,89,74,29.6,26.2,31.4,33.9,29.8,27.9,4.3,4.3,53
9/7/2024,80,84,74,29.3,26.7,31.7,34.4,30.3,27.9,2.2,2.2,51
9/8/2024,83,93,77,28.9,25,31.1,33.3,29.2,27.2,3.4,3.4,53
9/9/2024,84,94,77,29.2,24.1,31.1,34.6,27.8,26.9,17,17,65
9/10/2024,86,93,77,28.3,24.6,30.6,32.6,27.9,26.5,17.4,17.4,63
9/11/2024,88,97,80,28.1,24.4,30.8,32.6,28.2,26.3,21.5,21.5,63
9/12/2024,85,96,75,29.5,24.2,31.9,35.2,28.2,26.9,2.3,2.3,53
9/13/2024,85,94,78,29.1,24.3,31.7,34.6,28.7,27.1,5.3,5.3,61
9/14/2024,85,93,78,28.7,25.3,31.6,34,30,27.1,6.2,6.2,53
9/15/2024,81,89,78,29.6,26.2,32.4,35.4,30.8,28,1.6,1.6,53
9/16/2024,85,96,76,29.1,24.4,31.5,33.6,29.5,27.1,19.2,19.2,63
9/17/2024,84,94,76,29.3,25.4,31.8,34.2,29.9,27.4,3.9,3.9,53
9/18/2024,83,92,74,29.5,25.4,31.8,35,30.3,27.4,1.7,1.7,51
9/19/2024,83,97,74,29.4,24.5,31.5,34.7,29.3,27,2.9,2.9,53
9/20/2024,78,82,72,29.6,26.6,31.6,34.4,30,27.8,2,2,51
9/21/2024,80,93,72,29.6,24.8,31.5,34.1,29.4,27.5,5.6,5.6,55
9/22/2024,82,96,74,29.4,23.9,31,34.5,28.2,27.2,8.1,8.1,61
9/23/2024,76,80,72,29.6,26.8,31.2,34.1,29,28,1.8,1.8,51
9/24/2024,83,94,75,29.3,24.9,31,34.1,29,27,9.5,9.5,61
9/25/2024,85,94,76,29.4,24.9,31.7,35.1,29.1,27.1,4.5,4.5,55
9/26/2024,85,94,75,29.7,24.9,32.3,36.5,30.2,27.2,2.1,2.1,51
9/27/2024,89,95,79,28.9,24.2,31.7,36.7,28.2,26.2,19.1,19.1,63
9/28/2024,89,98,77,30.2,24.4,32.8,38.5,29.8,26.7,5.4,5.4,61
9/29/2024,90,98,74,30.1,23.6,32,38.5,28.5,26.2,9.9,9.9,63
9/30/2024,91,97,81,29.1,23.8,31.5,37.3,28.7,25.9,13.2,13.2,65
10/1/2024,85,96,69,31,23.4,31.5,37.5,27.9,26.9,3.4,3.4,63
10/2/2024,82,90,71,29.8,24.8,31.2,35,28.4,27.3,1.1,1.1,51
10/3/2024,85,95,74,29.6,25.1,32.2,35.1,30.1,27.2,1.2,1.2,51
10/4/2024,82,93,73,29.9,25.8,32.7,35.7,31,27.7,0.3,0.3,51
10/5/2024,85,92,74,29.3,25.3,32.3,34.3,30.5,27.1,5,5,63
10/6/2024,84,95,76,29.6,25.1,32.5,36.7,29.8,27.1,2.5,2.5,51
10/7/2024,90,96,79,27.2,23.5,29.5,32.1,27.5,25.1,39.7,39.7,63
10/8/2024,88,96,74,28.6,24.3,31.5,34,28.3,26.2,11.7,11.7,63
10/9/2024,87,97,73,29.5,24.2,31.6,36,29.2,26.5,12.7,12.7,63
10/10/2024,90,97,82,27.9,23.9,30.3,33.9,28.6,25.5,26.9,26.9,63
10/11/2024,91,94,85,26.8,24.5,28.9,30.2,28,25.3,52.9,52.9,65
10/12/2024,90,96,83,27.5,24.1,30,33.1,27.5,25.5,35.8,35.8,63
10/13/2024,91,96,81,28.2,24.2,30.4,34.3,28.9,25.5,30.9,30.9,63
10/14/2024,93,96,90,25.7,24.1,29.2,30.6,27.6,24.7,41.7,41.7,63
10/15/2024,86,96,74,28.7,24.4,30.7,33,29.1,26.2,13.4,13.4,61
10/16/2024,86,95,79,29.3,24.4,31.5,35.6,29.1,26.8,4.5,4.5,55
10/17/2024,81,93,73,29.8,25.5,32.1,35.1,30.4,27.6,1.7,1.7,51
10/18/2024,84,94,74,29.8,25,32.5,36.2,30.2,27.3,0.7,0.7,51
10/19/2024,84,94,72,29.1,24.7,31.7,34.7,29.9,26.7,2.4,2.4,55
10/20/2024,88,96,80,28.3,24.7,31.4,34.3,29.6,26.2,3.1,3.1,53
10/21/2024,90,96,80,28.9,24.4,31.2,35,29.6,25.9,9.3,9.3,61
10/22/2024,91,98,82,27.6,24.2,31,33,28.8,25.8,3.5,3.5,53
10/23/2024,92,96,83,26.6,24.4,30.1,31.1,29.6,25.2,26.2,26.2,63
10/24/2024,86,97,74,29.1,23.7,30.7,34.3,27.8,26.3,14.2,14.2,63
10/25/2024,86,95,76,29,24.6,31.3,34.7,29.6,26.5,10.8,10.8,63
10/26/2024,90,97,77,28.6,23.7,30.4,34,28,25.6,19.5,19.5,65
10/27/2024,89,97,79,28.2,23.7,31,34,28.8,26,7.3,7.3,61
10/28/2024,88,96,80,27.8,23.9,30.3,33.3,28.7,25.8,15.9,15.9,63
10/29/2024,87,97,76,29.5,24.5,32.4,35.6,29.8,26.8,3.8,3.8,55
10/30/2024,86,96,75,29.6,24.6,32.4,35.9,29.6,27,1.7,1.7,51
10/31/2024,88,95,74,29.2,23.7,31.4,36.3,28.2,26.2,6.8,6.8,63
11/1/2024,91,97,84,27.9,23.8,31.2,34.9,28.6,25.6,12,12,63
11/2/2024,91,97,78,28.6,23.8,31.1,35.4,29,25.6,12.4,12.4,63
11/3/2024,89,98,75,28.7,23.3,31,34.5,28.2,25.7,4.4,4.4,61
11/4/2024,91,97,80,28.3,23.2,30.3,34.9,27.3,25.3,18.4,18.4,63
11/5/2024,90,98,77,28.2,23,30.4,34.2,27.7,25.2,9.5,9.5,63
11/6/2024,83,98,63,30.4,22.8,31,35.6,27.1,26.4,0.3,0.3,51
11/7/2024,87,96,74,28.8,22.4,31,34,26.7,26.1,2.6,2.6,55
11/8/2024,91,96,84,27.8,23.3,29.6,33.7,27.6,25.1,25.2,25.2,63
11/9/2024,85,95,66,31,23.7,30.6,35.8,27.2,26.4,1.7,1.7,53
11/10/2024,81,93,63,30.3,23.1,30.3,35.1,26.3,26.4,1,1,51
11/11/2024,83,90,70,29.7,23.7,30.9,35.4,27.2,26.6,1.2,1.2,53
11/12/2024,87,98,77,29.1,23.5,31.7,34.9,28.4,26.4,1.6,1.6,53
11/13/2024,85,96,64,30.9,24.3,32.4,37,29.3,26.9,4.9,4.9,61
11/14/2024,88,97,74,29.8,24.1,31.5,36.5,28.6,26.2,3,3,55
11/15/2024,89,98,72,29.6,23.8,31.1,35.9,28.7,25.7,16.7,16.7,63
11/16/2024,88,98,71,29.5,23.1,31.6,36.5,27.6,25.9,5.1,5.1,61
11/17/2024,87,97,68,30.2,23.3,32,36.7,28.1,26.4,5.8,5.8,63
11/18/2024,90,98,73,29.8,23.7,31.4,37.6,28.3,25.8,8.4,8.4,63
11/19/2024,90,97,74,30.1,22.9,30.6,37.5,27.3,25.4,19.8,19.8,63
11/20/2024,91,97,76,29,23.1,30.4,36.3,27.4,25.1,19.4,19.4,63
11/21/2024,88,98,73,29.1,22.8,30.4,35,27.4,25.7,13.1,13.1,63
11/22/2024,90,96,72,30.1,23.6,30.6,37.5,27.8,25.5,19.5,19.5,63
11/23/2024,89,98,74,29.3,23.2,30.6,34,27.6,25.7,1.1,1.1,55
11/24/2024,89,98,74,28.8,24,29.4,32.7,27,25.4,10,10,61
11/25/2024,93,96,90,25.4,23.8,27.6,28.9,26.3,24.4,26,26,63
11/26/2024,91,96,87,25.6,23.6,27.7,28.9,26.2,24.8,40.3,40.3,63
11/27/2024,87,94,76,27.7,24.7,28,29.8,26.5,25.6,57,57,65
11/28/2024,80,93,62,28.7,24.2,28.6,31.3,26.7,26,5.6,5.6,55
11/29/2024,88,96,77,28.3,23.6,30.1,33.2,26.9,25.6,5,5,53
11/30/2024,82,95,66,29.5,24.2,31.1,33.6,29.5,26.7,3.2,3.2,53
12/1/2024,72,87,62,29.7,26.1,31,32.9,29.6,27.9,1.5,1.5,53
12/2/2024,69,77,57,29.9,26.7,31.3,32.9,30.1,28,0,0,3
12/3/2024,75,90,61,30.2,23.9,32.2,35.3,28.2,27.5,0,0,3
12/4/2024,80,93,60,30.2,23.8,31.6,35.7,28,26.8,0,0,3
12/5/2024,83,93,66,29.6,23.6,31.2,34.9,27.8,26.4,2.2,2.2,53
12/6/2024,80,98,58,31.5,22.8,31.9,37,27.4,27,0.2,0.2,51
12/7/2024,83,98,58,30.9,23.8,31.8,36.6,28.1,26.6,1.7,1.7,55
12/8/2024,84,97,54,31.4,23.7,31.5,36.9,28,26.4,13.2,13.2,63
12/9/2024,75,95,49,32,22.8,30.8,35.2,27,27.2,1.9,1.9,53
12/10/2024,70,85,45,32.4,23.5,30.2,35.4,26.2,27.3,0.2,0.2,51
12/11/2024,79,91,61,30.5,24.4,30.8,34.5,28.3,27,3.6,3.6,53
12/12/2024,86,96,73,28.6,24.9,30.8,33.1,29.9,26.3,8.7,8.7,61
12/13/2024,89,98,71,29,23.2,31.3,35.7,27.4,25.9,17.9,17.9,63
12/14/2024,90,98,76,29.1,23.5,30.8,36.1,28.3,25.6,10.3,10.3,63
12/15/2024,77,95,59,30.6,23.8,29.6,33.9,26.5,26.7,0,0,3
12/16/2024,86,92,74,28.4,24.1,28.8,32.6,26.8,25.4,4.3,4.3,61
12/17/2024,88,96,73,29.1,23.7,30.2,34.6,26.8,25.8,7.4,7.4,63
12/18/2024,86,96,74,28.9,23.6,31,34,27.8,26.2,0.8,0.8,51
12/19/2024,86,96,78,28.1,24.7,31.9,33.8,29.6,26.5,1.9,1.9,51
12/20/2024,88,98,77,28.7,24.4,31.4,34.3,29.6,26.2,9.4,9.4,61
12/21/2024,89,99,79,28.8,24.2,31.3,35,28.9,26,7,7,61
12/22/2024,86,100,68,30.7,23.6,32.7,37.9,27.8,27,5.2,5.2,61
12/23/2024,81,96,57,30.7,23.4,31.5,35.3,28.2,26.8,0,0,3
12/24/2024,77,97,59,30,22.3,31,34.7,26.4,26.7,0,0,3
12/25/2024,67,89,47,31.2,22.8,30.8,35.1,26.2,27.3,0,0,3
12/26/2024,71,86,48,32,22.2,30.9,36,25,27.2,0.5,0.5,51
12/27/2024,79,97,59,30.6,23.8,31.4,35.2,28.9,26.9,9.6,9.6,65
12/28/2024,78,96,54,31.3,23.5,31.6,36.1,27.9,27.1,1.8,1.8,53
12/29/2024,79,96,53,31.4,23,30.9,36.2,27.4,26.7,4.6,4.6,61
12/30/2024,85,97,62,31,23.4,31.2,37.5,27.7,26.2,10.9,10.9,63
12/31/2024,88,97,65,30.8,23.9,31.1,37,28.7,25.9,5.2,5.2,61
1/1/2025,88,94,71,28.4,23.5,29.1,32.2,26.5,25.2,23.8,23.8,65
1/2/2025,83,91,72,27.6,23.5,28.2,31.2,26,25.1,4.1,4.1,53
1/3/2025,75,87,55,30.8,23.2,29.1,33.9,25.3,26.2,0.2,0.2,51
1/4/2025,81,96,62,29.9,23.1,29.6,35.7,25.2,25.7,2.7,2.7,61
1/5/2025,79,97,56,30.8,23.2,30.3,35.6,25.2,26.1,0.8,0.8,51
1/6/2025,75,97,48,30.5,21.6,29.5,34.2,24.9,26.2,0,0,3
1/7/2025,80,96,59,30.2,21.7,30.4,35.1,25.1,26.1,0,0,3
1/8/2025,78,98,55,30.9,23,30.8,35.8,27.3,26.7,0.2,0.2,51
1/9/2025,71,88,44,33.2,23.6,31.4,36.5,27,27.7,2.5,2.5,55
1/10/2025,77,89,50,33.6,24.5,31.4,37.9,27.4,27.5,5.6,5.6,63
1/11/2025,75,87,51,31.7,23,28.7,33.2,24.8,26.5,1.6,1.6,51
1/12/2025,92,96,80,28.4,22,28.2,33.8,24.3,24.4,25.2,25.2,63
1/13/2025,89,96,71,29.9,22.6,30.5,37.5,26.7,25.4,16.6,16.6,65
